"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"API","2022-05-05","279","286.9","275","277.7","-2.22 %","87,431.00"
"API","2022-05-04","288","291.5","276.4","284","-1.39 %","96,312.00"
"API","2022-05-02","303","303","288","288","-4.00 %","95,855.00"
"API","2022-04-28","309","310","298.9","300","-1.90 %","90,958.00"
"API","2022-04-27","303","307","300.1","305.8","0.92 %","69,899.00"
"API","2022-04-26","312","313","300","303","-1.91 %","133,067.00"
"API","2022-04-25","315.6","325.3","301","308.9","-0.19 %","181,132.00"
"API","2022-04-24","287","310.2","282","309.5","9.75 %","175,020.00"
"API","2022-04-21","288","293","280","282","-2.08 %","102,298.00"
"API","2022-04-20","298","302","287.2","288","-3.03 %","71,239.00"
"API","2022-04-19","295.9","302","282","297","1.61 %","114,998.00"
"API","2022-04-18","304","306","292.2","292.3","-3.85 %","96,001.00"
"API","2022-04-17","316","316","304","304","-2.09 %","76,631.00"
"API","2022-04-13","310.9","313.1","300","310.5","1.14 %","92,940.00"
"API","2022-04-12","321","321","305","307","-2.57 %","66,515.00"
"API","2022-04-11","329.4","335","315","315.1","-2.45 %","95,861.00"
"API","2022-04-07","324","330","318","323","0.87 %","92,360.00"
"API","2022-04-06","325","335","318","320.2","-2.53 %","100,302.00"
"API","2022-04-05","339","339","320.5","328.5","-3.01 %","137,046.00"
"API","2022-04-04","349","349","337.2","338.7","-1.25 %","49,286.00"
"API","2022-04-03","357.9","357.9","341","343","-3.11 %","52,936.00"
"API","2022-03-31","370","370","352.1","354","-3.01 %","73,195.00"
"API","2022-03-30","358.3","366.5","351.3","365","1.87 %","111,966.00"
"API","2022-03-29","374.9","374.9","358","358.3","-2.64 %","107,311.00"
"API","2022-03-28","370.5","380","363","368","1.30 %","250,535.00"
"API","2022-03-27","493","493","464","466.9","-3.41 %","586,214.00"
"API","2022-03-24","493","496.5","481","483.4","-1.75 %","212,658.00"
"API","2022-03-23","499","500","491","492","-0.20 %","123,535.00"
"API","2022-03-22","510","510","492","493","-1.40 %","149,197.00"
"API","2022-03-21","497","506.5","488","500","1.83 %","181,741.00"
"API","2022-03-20","497.7","504","488","491","0.61 %","175,891.00"
"API","2022-03-16","499.9","500","484","488","-1.31 %","221,484.00"
"API","2022-03-15","506","509","494.3","494.5","-2.27 %","244,458.00"
"API","2022-03-14","512","513.9","503","506","-0.78 %","107,448.00"
"API","2022-03-13","523.2","525","509","510","-0.58 %","586,287.00"
"API","2022-03-10","486.2","514.9","480.2","513","5.77 %","332,982.00"
"API","2022-03-09","479","488","469","485","1.25 %","206,132.00"
"API","2022-03-07","480","489","475","479","-0.83 %","127,110.00"
"API","2022-03-06","480","495","475.1","483","0.44 %","231,771.00"
"API","2022-03-02","499","500","477","480.9","-3.61 %","270,857.00"
"API","2022-02-28","522.3","531","496.1","498.9","-2.58 %","318,283.00"
"API","2022-02-27","521.2","522.5","507","512.1","0.22 %","188,964.00"
"API","2022-02-24","521","522","506.1","511","-1.83 %","232,542.00"
"API","2022-02-23","516","530","516","520.5","-0.86 %","173,749.00"
"API","2022-02-22","534","534","521","525","0.19 %","194,149.00"
"API","2022-02-21","513","524.5","513","524","2.24 %","182,696.00"
"API","2022-02-20","509.7","525","501.8","512.5","-1.46 %","321,830.00"
"API","2022-02-17","515","532.9","515","520.1","-0.55 %","121,812.00"
"API","2022-02-16","534","544","520","523","-2.06 %","400,633.00"
"API","2022-02-15","519.1","534","510","534","4.91 %","225,080.00"
"API","2022-02-14","500","517","500","509","0.79 %","226,699.00"
"API","2022-02-13","514.8","516","500","505","-3.81 %","423,866.00"
"API","2022-02-10","526.1","534","518","525","-0.19 %","280,105.00"
"API","2022-02-09","531","539","520.7","526","-0.94 %","163,741.00"
"API","2022-02-08","554.8","565","530","531","0.00 %","608,160.00"
"API","2022-02-07","550","553","540","544","-0.91 %","321,698.00"
"API","2022-02-06","558","560","545","549","-1.44 %","471,351.00"
"API","2022-02-03","562","575","553","557","1.09 %","928,168.00"
"API","2022-02-01","536","564","527.1","551","3.18 %","639,178.00"
"API","2022-01-31","550","554","533","534","-2.20 %","205,486.00"
"API","2022-01-30","527.3","547","527.3","546","5.61 %","485,814.00"
"API","2022-01-27","522.2","522.2","511","517","0.98 %","216,970.00"
"API","2022-01-26","530.4","530.4","506","512","-1.54 %","326,513.00"
"API","2022-01-25","520","532.9","512.2","520","-0.57 %","436,548.00"
"API","2022-01-24","540","543","517","523","-3.68 %","726,575.00"
"API","2022-01-23","555","561","540.1","543","-1.27 %","346,555.00"
"API","2022-01-20","544","552","535.1","550","1.10 %","338,157.00"
"API","2022-01-19","555","563","540","544","-1.81 %","370,597.00"
"API","2022-01-18","567","567","541.2","554","-0.36 %","505,764.00"
"API","2022-01-17","545.7","560.9","528","556","3.93 %","749,417.00"
"API","2022-01-16","536.5","542","521","535","1.71 %","568,473.00"
"API","2022-01-13","511","530","505","526","3.14 %","445,951.00"
"API","2022-01-12","521","526","505","510","-0.18 %","479,364.00"
"API","2022-01-11","506","518","503","510.9","0.97 %","329,975.00"
"API","2022-01-10","526.4","526.4","502","506","-1.96 %","375,628.00"
"API","2022-01-09","500","520","496","516.1","5.11 %","570,449.00"
"API","2022-01-06","477","491.5","468","491","2.94 %","337,718.00"
"API","2022-01-05","480","485","467","477","0.42 %","350,463.00"
"API","2022-01-04","472","478.3","461.1","475","1.28 %","234,910.00"
"API","2022-01-03","476.3","479","460.6","469","0.43 %","390,115.00"
"API","2022-01-02","450","473","445","467","4.94 %","377,918.00"
"API","2021-12-29","437","448","428.3","445","2.77 %","209,153.00"
"API","2021-12-28","420","440","420","433","1.17 %","175,848.00"
"API","2021-12-27","449.9","450","426","428","-3.39 %","261,231.00"
"API","2021-12-26","445","455","439.1","443","-0.43 %","208,918.00"
"API","2021-12-23","455.9","459","435","444.9","-0.47 %","287,019.00"
"API","2021-12-22","422.4","449.8","416","447","7.92 %","270,703.00"
"API","2021-12-21","409","418","401.2","414.2","3.29 %","100,032.00"
"API","2021-12-20","404","412","393","401","-0.74 %","133,791.00"
"API","2021-12-16","425","425","403","404","-4.29 %","167,764.00"
"API","2021-12-15","430","440","411.2","422.1","0.02 %","324,500.00"
"API","2021-12-14","390","422","389","422","9.75 %","113,772.00"
"API","2021-12-13","395","406","381","384.5","-4.54 %","254,711.00"
"API","2021-12-12","423","430","400.2","402.8","-5.58 %","171,302.00"
"API","2021-12-09","430","435","419","426.6","-0.56 %","202,778.00"
"API","2021-12-08","441","447","428","429","-3.60 %","119,360.00"
"API","2021-12-07","460","464","441.1","445","-1.96 %","229,217.00"
"API","2021-12-06","435","456.9","424","453.9","3.63 %","301,431.00"
"API","2021-12-05","460","468","437","438","-4.78 %","248,270.00"
"API","2021-12-02","483.5","483.5","457","460","-3.24 %","184,584.00"
"API","2021-12-01","478","480.6","470","475.4","1.15 %","147,269.00"
"API","2021-11-30","479","479","461","470","0.00 %","131,549.00"
"API","2021-11-29","471","486.9","467.5","470","-0.19 %","174,468.00"
"API","2021-11-28","485","491","467","470.9","-3.92 %","334,217.00"
"API","2021-11-25","500","505","490","490.1","-1.59 %","141,727.00"
"API","2021-11-24","494","503","479","498","0.81 %","346,950.00"
"API","2021-11-23","505","506","492","494","-2.16 %","207,607.00"
"API","2021-11-22","514.9","514.9","502","504.9","-0.22 %","170,070.00"
"API","2021-11-21","503.4","515","501","506","0.52 %","120,962.00"
"API","2021-11-18","501","516","500","503.4","-1.29 %","217,470.00"
"API","2021-11-17","531.4","531.8","509","510","-2.11 %","388,095.00"
"API","2021-11-16","507","525","497","521","2.76 %","455,303.00"
"API","2021-11-15","504.9","519","502","507","2.42 %","260,059.00"
"API","2021-11-14","498.7","504","478","495","1.23 %","263,213.00"
"API","2021-11-11","500","508","483","489","-4.12 %","298,347.00"
"API","2021-11-09","530","530","497","510","-4.49 %","437,634.00"
"API","2021-11-08","540","547","530","534","0.75 %","245,456.00"
"API","2021-11-03","514","539","507","530","5.16 %","551,444.00"
"API","2021-11-02","500","505.8","481","504","2.44 %","284,143.00"
"API","2021-11-01","515","520","490","492","-3.72 %","344,774.00"
"API","2021-10-31","493","522","480","511","5.58 %","450,857.00"
"API","2021-10-28","466","489.9","455","484","3.64 %","276,654.00"
"API","2021-10-27","469.2","480","442","467","0.00 %","356,498.00"
"API","2021-10-26","469","483","458","467","1.52 %","291,565.00"
"API","2021-10-25","440","464","431.2","460","6.48 %","297,767.00"
"API","2021-10-24","425","436","410","432","3.60 %","181,796.00"
"API","2021-10-21","420.7","420.7","397","417","0.97 %","137,696.00"
"API","2021-10-20","400","416","398","413","5.09 %","165,513.00"
"API","2021-10-19","406","406","380","393","-4.82 %","252,759.00"
"API","2021-10-18","428","428","404","412.9","-3.53 %","182,485.00"
"API","2021-10-17","437","440","423","428","-0.23 %","41,747.00"
"API","2021-10-11","431","433","420.2","429","-1.38 %","116,592.00"
"API","2021-10-10","457","466","433","435","-3.12 %","124,466.00"
"API","2021-10-06","441","453","431.5","449","3.22 %","177,721.00"
"API","2021-10-05","428.5","445","427","435","1.52 %","122,186.00"
"API","2021-10-04","430","440.9","416","428.5","-1.27 %","167,560.00"
"API","2021-10-03","451.8","460.8","430","434","-2.03 %","338,736.00"
"API","2021-09-30","468.9","478","438.5","443","-3.65 %","235,356.00"
"API","2021-09-29","420","459.8","414","459.8","10.00 %","514,439.00"
"API","2021-09-28","441","464","411","418","-6.49 %","326,705.00"
"API","2021-09-27","472.2","490","443","447","-3.46 %","252,408.00"
"API","2021-09-26","490","492","460.1","463","-5.89 %","256,164.00"
"API","2021-09-23","503","504","480","492","-0.61 %","287,371.00"
"API","2021-09-22","473","500.9","473","495","6.68 %","275,751.00"
"API","2021-09-21","440.1","480","428","464","3.34 %","395,237.00"
"API","2021-09-20","480","489","445","449","-8.18 %","360,064.00"
"API","2021-09-16","508","508","480","489","-3.74 %","525,367.00"
"API","2021-09-15","522","525","506.7","508","-2.76 %","231,390.00"
"API","2021-09-14","538.5","538.5","516","522.4","-1.06 %","214,707.00"
"API","2021-09-13","555.4","568","525","528","-3.05 %","528,339.00"
"API","2021-09-12","505","544.6","505","544.6","10.00 %","590,234.00"
"API","2021-09-09","476.3","503","467","495.1","6.02 %","346,746.00"
"API","2021-09-08","478.1","484","465","467","-2.30 %","190,334.00"
"API","2021-09-07","484","495","458","478","0.36 %","395,281.00"
"API","2021-09-06","433","476.3","425","476.3","10.00 %","352,895.00"
"API","2021-09-05","480","480","430.9","433","-9.55 %","400,225.00"
"API","2021-09-02","562","562","520","529","-4.08 %","613,640.00"
"API","2021-09-01","558.4","578","544","551.5","-1.24 %","424,353.00"
"API","2021-08-31","580","580","553","558.4","-3.06 %","531,501.00"
"API","2021-08-29","609","609","570","576","-3.68 %","571,851.00"
"API","2021-08-26","571.2","612","560","598","6.79 %","410,230.00"
"API","2021-08-25","555.7","579","543.9","560","-1.23 %","494,204.00"
"API","2021-08-24","613","613","566","567","-7.64 %","609,900.00"
"API","2021-08-19","630","635","605","613.9","-2.56 %","596,038.00"
"API","2021-08-18","650","665.9","625","630","-1.56 %","985,423.00"
"API","2021-08-17","644.4","670","634","640","1.30 %","1,341,240.00"
"API","2021-08-16","605","640.9","605","631.8","5.28 %","763,623.00"
"API","2021-08-15","613.5","620","568.4","600.1","-4.14 %","1,175,489.00"
"API","2021-08-12","640","640","618","626","-1.26 %","660,607.00"
"API","2021-08-11","620","649","608","634","3.59 %","842,791.00"
"API","2021-08-10","640","641","600","612","-3.01 %","842,878.00"
"API","2021-08-09","619.3","659","611","631","3.92 %","855,879.00"
"API","2021-08-08","560","607.2","545","607.2","10.00 %","1,388,891.00"
"API","2021-08-05","575.5","587","550.1","552","-2.18 %","1,037,392.00"
"API","2021-08-04","523.2","564.3","523.2","564.3","10.00 %","1,447,672.00"
"API","2021-08-03","480","515","465","513","8.69 %","950,319.00"
"API","2021-08-02","484.5","490","467.5","472","-0.63 %","325,742.00"
"API","2021-08-01","474.1","487","467","475","2.17 %","562,022.00"
"API","2021-07-29","468","469.9","455","464.9","-0.66 %","388,051.00"
"API","2021-07-28","488.5","498.2","462","468","-2.30 %","620,392.00"
"API","2021-07-27","445","485","436","479","7.88 %","1,022,918.00"
"API","2021-07-26","435","450.8","430","444","2.78 %","517,464.00"
"API","2021-07-25","432","433.1","420.8","432","1.65 %","323,406.00"
"API","2021-07-22","437","439","424","425","-0.93 %","272,552.00"
"API","2021-07-20","422","434","412","429","2.36 %","356,851.00"
"API","2021-07-19","417","424","410","419.1","2.22 %","341,502.00"
"API","2021-07-18","409","416","406","410","1.74 %","229,607.00"
"API","2021-07-15","395","415","392","403","2.54 %","326,534.00"
"API","2021-07-14","390","393","385","393","1.29 %","119,216.00"
"API","2021-07-13","384","396","378","388","1.04 %","85,278.00"
"API","2021-07-12","396","409","376","384","-2.78 %","224,387.00"
"API","2021-07-11","370","395","370","395","8.22 %","196,813.00"
"API","2021-07-08","367","376","357","365","1.39 %","124,783.00"
"API","2021-07-07","370","374","358","360","-2.17 %","122,421.00"
"API","2021-07-06","387","387","364","368","-0.27 %","86,901.00"
"API","2021-07-05","375","382","366","369","-2.38 %","129,167.00"
"API","2021-07-04","400","401","374","378","-2.83 %","144,466.00"
"API","2021-07-01","380","399","375","389","4.01 %","300,261.00"
"API","2021-06-30","372","381","357","374","0.54 %","215,342.00"
"API","2021-06-29","385","392","369","372","-3.88 %","246,149.00"
"API","2021-06-28","414","414","383","387","-2.03 %","253,762.00"
"API","2021-06-27","410","414","395","395","-1.74 %","261,840.00"
"API","2021-06-24","410","419","394","402","-1.71 %","234,677.00"
"API","2021-06-23","428","435","401","409","-4.22 %","264,405.00"
"API","2021-06-22","400","429","382","427","9.49 %","364,146.00"
"API","2021-06-21","418","426","388","390","-6.70 %","521,902.00"
"API","2021-06-20","435","444","405","418","-2.79 %","456,901.00"
"API","2021-06-17","430","446","405","430","1.65 %","505,568.00"
"API","2021-06-16","427","458","405","423","-5.79 %","736,173.00"
"API","2021-06-15","480","480","443","449","-5.47 %","664,433.00"
"API","2021-06-14","462","481","433","475","7.22 %","1,191,290.00"
"API","2021-06-13","420","446","410","443","7.79 %","775,017.00"
"API","2021-06-10","400","419","378","411","7.87 %","1,107,296.00"
"API","2021-06-09","380","402","364","381","0.02 %","465,193.00"
"API","2021-06-08","374","387","372","375","0.27 %","364,804.00"
"API","2021-06-07","345","379","345","374","7.16 %","336,507.00"
"API","2021-06-06","371","371","339","349","-3.32 %","342,420.00"
"API","2021-06-03","385","385","360","361","-3.99 %","270,354.00"
"API","2021-06-02","364","378","358","376","3.30 %","334,985.00"
"API","2021-06-01","366","376","359","364","0.00 %","338,878.00"
"API","2021-05-31","410","410","360","364","-6.91 %","662,815.00"
"API","2021-05-30","390","413","382","391","3.99 %","1,006,857.00"
"API","2021-05-27","345","376","334","376","9.94 %","1,178,496.00"
"API","2021-05-25","329","346","324","342","4.91 %","448,920.00"
"API","2021-05-24","330","334","323","326","0.31 %","206,417.00"
"API","2021-05-23","323","330","314","325","0.62 %","320,245.00"
"API","2021-05-20","327","329","319","323","-1.22 %","232,982.00"
"API","2021-05-19","346","346","317","327","-3.82 %","364,917.00"
"API","2021-05-18","330","342","316","340","7.94 %","472,440.00"
"API","2021-05-17","312","317","307","315","1.94 %","290,584.00"
"API","2021-05-16","315","315","307","309","-1.28 %","240,542.00"
"API","2021-05-13","318","320","311","313","-0.32 %","234,461.00"
"API","2021-05-12","300","315","300","314","6.08 %","477,795.00"
"API","2021-05-11","358","358","349","353","0.86 %","577,295.00"
"API","2021-05-10","346","355","346","350","0.29 %","226,662.00"
"API","2021-05-09","365","365","346","349","-2.79 %","326,754.00"
"API","2021-05-06","369","371","358","359","-2.18 %","433,473.00"
"API","2021-05-05","367","372","363","367","0.82 %","496,544.00"
"API","2021-05-04","375","375","360","364","-1.36 %","401,848.00"
"API","2021-05-03","343","380","343","369","2.22 %","1,060,252.00"
"API","2021-05-02","359","363","353","361","1.69 %","209,419.00"
"API","2021-04-29","355","358","348","355","0.28 %","171,062.00"
"API","2021-04-28","364","365","349","354","-1.94 %","174,058.00"
"API","2021-04-27","333","364","331","361","8.41 %","335,355.00"
"API","2021-04-26","340","349","330","333","-4.03 %","319,389.00"
"API","2021-04-25","365","365","345","347","-4.41 %","302,408.00"
"API","2021-04-22","383","383","357","363","-0.55 %","254,262.00"
"API","2021-04-21","335","378","335","365","3.69 %","428,608.00"
"API","2021-04-20","355","355","342","352","2.03 %","242,039.00"
"API","2021-04-19","345","353","343","345","-1.43 %","199,489.00"
"API","2021-04-18","355","358","346","350","0.00 %","244,057.00"
"API","2021-04-15","350","357","340","350","1.74 %","370,351.00"
"API","2021-04-13","328","349","328","344","4.88 %","507,390.00"
"API","2021-04-12","334","335","327","329","0.00 %","194,614.00"
"API","2021-04-08","327","333","327","329","-0.30 %","116,203.00"
"API","2021-04-07","336","342","328","330","-1.20 %","130,876.00"
"API","2021-04-06","332","340","323","334","1.83 %","247,582.00"
"API","2021-04-05","343","343","324","328","-1.50 %","203,847.00"
"API","2021-04-04","345","349","331","333","-2.06 %","225,415.00"
"API","2021-04-01","322","349","322","340","5.92 %","707,427.00"
"API","2021-03-31","318","322","315","321","1.90 %","244,068.00"
"API","2021-03-30","315","318","311","315","0.96 %","163,662.00"
"API","2021-03-29","320","320","310","312","-1.27 %","122,788.00"
"API","2021-03-25","325","327","311","316","-1.86 %","267,513.00"
"API","2021-03-24","313","325","313","322","4.89 %","529,911.00"
"API","2021-03-23","296","315","295","307","3.72 %","331,939.00"
"API","2021-03-22","297","300","295","296","-0.34 %","101,288.00"
"API","2021-03-21","310","310","295","297","0.34 %","123,237.00"
"API","2021-03-18","310","310","295","296","0.00 %","92,684.00"
"API","2021-03-17","310","310","294","296","0.00 %","89,995.00"
"API","2021-03-16","293","305","292","296","0.00 %","93,922.00"
"API","2021-03-15","315","315","294","296","-1.33 %","129,043.00"
"API","2021-03-14","285","315","285","300","0.00 %","235,012.00"
"API","2021-03-10","276","308","276","300","3.45 %","314,328.00"
"API","2021-03-09","286","295","282","290","1.40 %","205,109.00"
"API","2021-03-08","290","295","283","286","-2.72 %","141,475.00"
"API","2021-03-04","288","295","286","294","3.16 %","134,863.00"
"API","2021-03-03","298","298","279","285","-1.04 %","133,903.00"
"API","2021-03-02","302","305","284","288","-4.32 %","183,361.00"
"API","2021-03-01","293","303","286","301","0.00 %","260,043.00"
"API","2021-02-28","326","326","292","292","-6.11 %","310,140.00"
"API","2021-02-25","315","325","309","311","0.00 %","377,271.00"
"API","2021-02-24","340","340","307","315","-3.37 %","551,352.00"
"API","2021-02-23","311","326","302","326","9.76 %","747,743.00"
"API","2021-02-22","300","303","294","297","1.37 %","369,490.00"
"API","2021-02-21","288","299","288","293","0.04 %","310,192.00"
"API","2021-02-18","282","287","282","283","-0.01 %","104,558.00"
"API","2021-02-17","283","287","283","286","-0.01 %","70,824.00"
"API","2021-02-16","295","299","287","288","-0.01 %","161,480.00"
"API","2021-02-15","285","306","276","292","0.04 %","198,774.00"
"API","2021-02-14","282","288","279","280","-0.01 %","67,217.00"
"API","2021-02-11","285","289","281","282","-0.01 %","96,696.00"
"API","2021-02-10","285","289","281","285","-0.01 %","82,907.00"
"API","2021-02-09","300","300","284","285","-0.03 %","93,493.00"
"API","2021-02-08","303","309","291","294","-0.02 %","129,930.00"
"API","2021-02-07","297","305","293","299","0.02 %","340,912.00"
"API","2021-02-04","285","295","278","292","0.02 %","144,591.00"
"API","2021-02-03","282","298","274","285","0.03 %","231,046.00"
"API","2021-02-02","280","286","276","277","0.00 %","91,788.00"
"API","2021-02-01","272","279","270","276","0.01 %","64,444.00"
"API","2021-01-31","277","278","267","272","-0.04 %","117,585.00"
"API","2021-01-28","286","296","279","282","-0.01 %","94,765.00"
"API","2021-01-27","295","300","282","286","-0.01 %","175,446.00"
"API","2021-01-26","295","300","284","288","0.01 %","337,000.00"
"API","2021-01-25","309","309","282","286","-0.03 %","166,603.00"
"API","2021-01-24","285","315","285","295","0.03 %","350,466.00"
"API","2021-01-21","270","287","261","287","0.08 %","340,011.00"
"API","2021-01-20","260","267","256","265","0.02 %","111,655.00"
"API","2021-01-19","260","263","257","259","-0.00 %","61,463.00"
"API","2021-01-18","277","277","259","260","-0.02 %","80,909.00"
"API","2021-01-17","267","270","262","264","-0.00 %","104,766.00"
"API","2021-01-13","255","269","255","265","0.04 %","176,852.00"
"API","2021-01-12","245","257","245","256","0.01 %","60,387.00"
"API","2021-01-11","251","258","251","254","0.00 %","115,726.00"
"API","2021-01-10","260","260","252","254","0.00 %","72,634.00"
"API","2021-01-07","260","261","253","254","-0.01 %","80,831.00"
"API","2021-01-06","267","272","256","256","-0.03 %","119,274.00"
"API","2021-01-05","251","265","247","263","0.06 %","229,180.00"
"API","2021-01-04","249","254","245","247","0.01 %","84,222.00"
"API","2021-01-03","245","249","239","245","0.02 %","144,944.00"
"API","2020-12-31","249","249","237","241","0.01 %","90,155.00"
"API","2020-12-30","236","241","236","238","-0.01 %","40,253.00"
"API","2020-12-29","240","244","238","240","0.01 %","67,546.00"
"API","2020-12-28","232","240","226","238","0.03 %","77,906.00"
"API","2020-12-27","238","240","227","230","-0.02 %","54,529.00"
"API","2020-12-24","237","241","232","234","0.00 %","42,139.00"
"API","2020-12-23","246","250","231","233","-0.04 %","78,313.00"
"API","2020-12-22","237","243","233","242","0.04 %","71,360.00"
"API","2020-12-21","221","239","219","233","0.00 %","66,995.00"
"API","2020-12-20","256","256","229","229","-0.06 %","98,076.00"
"API","2020-12-17","244","258","241","244","-0.00 %","107,640.00"
"API","2020-12-16","260","260","241","245","-0.01 %","65,419.00"
"API","2020-12-15","250","256","247","248","0.00 %","70,344.00"
"API","2020-12-14","250","252","246","248","-0.02 %","68,025.00"
"API","2020-12-13","265","265","249","252","-0.00 %","92,834.00"
"API","2020-12-10","252","262","252","253","-0.02 %","40,415.00"
"API","2020-12-09","273","273","255","257","-0.01 %","151,051.00"
"API","2020-12-08","246","267","246","260","0.07 %","280,753.00"
"API","2020-12-07","241","250","230","244","0.01 %","97,896.00"
"API","2020-12-06","251","255","241","241","-0.05 %","66,176.00"
"API","2020-12-03","252","260","249","253","-0.02 %","112,348.00"
"API","2020-12-02","261","263","255","257","-0.02 %","125,016.00"
"API","2020-12-01","278","278","254","261","-0.02 %","143,738.00"
"API","2020-11-30","263","271","249","265","0.04 %","183,454.00"
"API","2020-11-29","255","260","249","254","-0.00 %","181,757.00"
"API","2020-11-26","260","266","253","255","-0.02 %","166,672.00"
"API","2020-11-25","260","266","257","261","0.02 %","116,565.00"
"API","2020-11-24","266","269","256","256","-0.02 %","124,483.00"
"API","2020-11-23","256","262","256","261","0.02 %","75,850.00"
"API","2020-11-22","275","275","253","256","-0.02 %","183,171.00"
"API","2020-11-19","253","270","252","262","0.00 %","195,398.00"
"API","2020-11-18","263","268","251","255","0.00 %","279,744.00"
"API","2020-11-12","291","291","276","279","-- %","346,728.00"
"API","2020-11-11","286","286","271","279","2.20 %","434,572.00"
"API","2020-11-10","288","288","267","273","-0.73 %","357,956.00"
"API","2020-11-09","280","280","263","275","0.00 %","397,525.00"
"API","2020-11-08","269","285","261","275","4.17 %","436,201.00"
"API","2020-11-05","247","265","244","264","7.76 %","561,848.00"
"API","2020-11-04","238","246","236","245","3.38 %","212,113.00"
"API","2020-11-03","240","240","235","237","-0.42 %","203,018.00"
"API","2020-11-02","242","244","236","238","-0.83 %","209,542.00"
"API","2020-11-01","238","249","232","240","5.73 %","705,372.00"